PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags
0LZrP,4B2k/rb5p/3pQ1p1/p1p5/1p1b4/P2PN3/1PP2qPP/4R2K w - - 4 29,e1f1 b7g2 e3g2 f2f1,1634,75,100,409,deflection fork mate mateIn2 middlegame short,https://lichess.org/IiyTPOXA#57,
0LZvV,r5k1/p4ppp/6q1/3p2N1/P1pP4/1nP5/4QPPP/4R1K1 b - - 3 25,h7h6 e2e8 a8e8 e1e8,462,98,99,1036,endgame kingsideAttack mate mateIn2 sacrifice short,https://lichess.org/1TKNiqYB/black#50,
0LZxi,kr4r1/R5p1/6Rp/2pPp2P/4Pp2/1Q1B1P2/PK6/4q3 b - - 0 35,a8a7 g6a6,1148,82,93,1264,endgame mate mateIn1 oneMove,https://lichess.org/Tzu0o8g9/black#70,
0La7r,2r1q1k1/1R3ppp/4p3/p2p4/5Q2/P7/5PK1/8 b - - 12 46,e8c6 f4f7 g8h8 f7g7,986,83,-1500,460,endgame mate mateIn2 short,https://lichess.org/JZZzH5Tp/black#92,
0LaJz,8/8/7p/5Qpk/1p1q2P1/7P/5P1K/8 b - - 0 40,h5h4 f5f3 d4f4 f3g3 f4g3 f2g3,2206,85,89,63,endgame long mate mateIn3 queenEndgame quietMove,https://lichess.org/aTOijFh6/black#80,
0LaWf,r2r2k1/4bpp1/p2qpn1p/1p6/2pP4/P1P2N1P/1PQ1N1P1/1BR3K1 b - - 6 25,f6d5 c2h7 g8f8 h7h8,554,92,90,898,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/T7Wt6wuP/black#50,
0LaY2,8/5r1p/pR4nk/2P3p1/8/P3q1Pb/1B5P/2Q3K1 w - - 8 39,c1e3 f7f1,558,102,85,30,endgame master mate mateIn1 oneMove,https://lichess.org/KSq6ST28#77,
0Lb5P,2r5/3Q4/2P3pk/5pbp/B3p3/6P1/5q1P/3R3K w - - 0 39,d7c8 f2f3 h1g1 g5e3,1619,76,92,1182,endgame mate mateIn2 short,https://lichess.org/8xmLnN6H#77,
0LbEm,4k3/6R1/2p1PP2/1p5K/1P1P3P/n7/1p6/1r6 b - - 0 54,b1f1 g7g8,1463,89,-1500,1150,endgame mate mateIn1 oneMove,https://lichess.org/UR4DUkeH/black#108,
0LbKW,6k1/2p4p/5R2/1P1r4/8/5PP1/r5P1/6RK w - - 1 42,f6c6 d5h5,846,77,100,285,endgame mate mateIn1 oneMove rookEndgame,https://lichess.org/fb5XoMAH#83,
0LbTs,6r1/3b2rp/p1p2n1R/4pk2/4p1P1/1P5P/PB3P2/4R1K1 b - - 0 32,f5g5 b2c1 e4e3 c1e3,1748,75,85,350,mate mateIn2 middlegame short,https://lichess.org/SO6nR50m/black#64,
0LbkZ,R7/1Qq2krp/2p1p1r1/2Pp4/3PpP2/6PP/7K/1R6 b - - 1 33,c7b7 b1b7 f7f6 a8f8 g7f7 b7f7,1061,76,86,360,endgame long mate mateIn3,https://lichess.org/EanMfIjW/black#66,
0LcG1,r7/4p1k1/1p1p1p2/pPpP1PpQ/P3P3/1q1n4/3K2B1/7R b - - 11 33,d3f4 h5h7 g7f8 h7h8 f8f7 h1h7,1614,76,96,11605,endgame long mate mateIn3,https://lichess.org/lVcntwPR/black#66,
0LcMk,r1b2rk1/pp1p1ppp/1qn1p3/2b3N1/8/3QP1P1/PPP2PBP/RN3RK1 b - - 2 10,b6b2 d3h7,631,97,87,167,kingsideAttack mate mateIn1 oneMove opening,https://lichess.org/9KWSUDM1/black#20,Benoni_Defense Benoni_Defense_Benoni_Gambit_Accepted
0LceH,R6k/2pb2n1/2np1q1p/4pP2/4P1Q1/6R1/1r4PP/7K b - - 3 28,h8h7 g4g6 f6g6 f5g6,1357,84,76,83,mate mateIn2 middlegame short,https://lichess.org/hfpMaILO/black#56,
0Lcp3,rnb1k2r/ppq2ppp/1bp2n2/8/4P3/1NN4P/PPPB2P1/R2QKB1R w KQkq - 3 11,f1d3 c7g3 e1f1 g3f2,1031,85,86,72,mate mateIn2 opening short,https://lichess.org/PhyJef8N#21,Czech_Defense Czech_Defense_Other_variations
0Lczy,3q1r1k/p1p3pp/4Q3/3p4/3Pp3/2P1P1P1/Pr3PP1/2KR3R b - - 1 17,f8f2 h1h7 h8h7 d1h1 d8h4 h1h4,1266,79,89,1856,attraction endgame kingsideAttack long mate mateIn3 sacrifice,https://lichess.org/zPaOr61n/black#34,Queens_Pawn_Game Queens_Pawn_Game_Accelerated_London_System
0Ld0d,2Q1R3/6k1/5pb1/6pK/pP1r1NP1/P3q3/8/8 w - - 2 43,f4g6 e3h3 g6h4 h3h4,1199,88,92,1475,endgame mate mateIn2 short,https://lichess.org/2Pn0T4yP#85,
0Ld8N,rq5r/5pp1/p1k1pnp1/QpPp4/1P6/2PBP3/P4PPP/R3K2R w KQ - 1 17,e1g1 b8h2,941,87,95,368,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/9lsaSvlS#33,Indian_Defense Indian_Defense_Other_variations
0LdQ3,r2R1k2/5p2/4b1r1/p1p1P2N/1p2P2Q/8/4q1P1/5RK1 b - - 5 40,a8d8 h4d8,945,80,90,275,mate mateIn1 middlegame oneMove,https://lichess.org/d0sIC2zc/black#80,
0Ldbb,r2q3k/ppp3p1/2n2r2/6N1/2N1Q3/8/PP3bPP/R3R2K b - - 1 20,f2e1 e4h7,1339,78,83,205,mate mateIn1 middlegame oneMove,https://lichess.org/WuUMblkc/black#40,
0Ldhy,3r1rk1/1bq3p1/4B2p/3p4/p1p5/2Q1P2R/P5PP/3R2K1 b - - 3 33,g8h8 h3h6,986,88,95,715,mate mateIn1 middlegame oneMove pin,https://lichess.org/pqrYZrRI/black#66,
0Ldjn,r3r2k/ppp3p1/4q3/7p/4bQ2/2P1B2P/PP3PP1/R2R1N1K w - - 4 31,f1g3 e6h3 h1g1 h3g2,1396,126,50,29,kingsideAttack mate mateIn2 middlegame pin short,https://lichess.org/wFnvUEmE#61,
0Le3t,5rk1/5ppp/p1pb4/1p6/3Pr3/1BP1NbPq/PP1Q1P1P/R3R1K1 w - - 6 22,b3d1 h3h2 g1h2 e4h4 h2g1 h4h1,2493,80,94,4369,attraction kingsideAttack long mate mateIn3 middlegame pin sacrifice,https://lichess.org/IRVXQgp5#43,
0LeJD,rb3r1k/1pq2p1p/2b1pp2/p1Pp4/PP4Q1/3B2N1/3N1PPP/R4RK1 w - - 2 18,g3h5 c7h2,930,155,87,32,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/wyubuH2v#35,Nimzo-Larsen_Attack Nimzo-Larsen_Attack_Classical_Variation
0LeJQ,r4r1k/5p1P/3p4/2p2Pp1/1PB1Pn2/2b5/1BP4Q/qK2R2R w - - 1 29,b2a1 a8a1,644,82,98,563,mate mateIn1 middlegame oneMove queensideAttack,https://lichess.org/U2EAXWCM#57,
0LeOZ,2R3k1/p2r2pp/1p2p3/3pPp2/3Pn3/BP2P3/P2qQ1PP/6K1 b - - 3 24,g8f7 e2h5 g7g6 h5h7,1001,82,92,233,endgame mate mateIn2 short,https://lichess.org/OBLlFYbB/black#48,
0LeOf,1r3r1k/6p1/p4pRp/2p1p3/1qB1P2Q/3P3P/P1n3P1/5R1K b - - 5 32,c2e3 g6h6 g7h6 h4h6,1500,500,100,0,kingsideAttack mate mateIn2 middlegame sacrifice short,https://lichess.org/gXXhxaGL/black#64,
0LeRf,4rN1k/pp4bQ/2p2n1p/2q3p1/8/1B5P/PP3PP1/3RR1K1 b - - 2 27,f6h7 f8g6,1196,77,64,84,mate mateIn1 middlegame oneMove,https://lichess.org/WnyyMiYM/black#54,
0Leao,2k1rr2/pR1b3p/5q2/2PB3Q/8/8/P4PPP/5RK1 w - - 1 29,c5c6 f6f2 f1f2 e8e1 f2f1 e1f1,1428,76,99,1186,long mate mateIn3 middlegame sacrifice,https://lichess.org/gcGHu5FE#57,
0Leiy,r3R2k/pp3Qr1/3B1N1b/2p4p/2P3bP/8/PPq2PP1/5K1R b - - 4 23,a8e8 f7e8 g7g8 e8g8,1069,75,95,3117,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/obXjtOVx/black#46,
0Letg,2rk1r2/pp4p1/8/3QP2p/q2P3P/5N2/2P1RPP1/3K4 b - - 0 25,d8c7 d5d6,935,80,91,924,dovetailMate endgame mate mateIn1 oneMove,https://lichess.org/4siLQZzK/black#50,
0Leyg,6rk/pp4qp/2n5/2B5/4Q2N/2P3b1/PP3P1K/3R1R2 w - - 0 31,f2g3 g7g3 h2h1 g3h3,1380,75,99,1290,mate mateIn2 middlegame short,https://lichess.org/F1nV1yyE#61,
0Lf7W,r2q1r2/pbp1p1kp/1p3Rp1/6N1/3np2Q/3P4/PPP1B1PP/RN4K1 b - - 0 14,f8f6 h4h7 g7f8 h7h8,1150,78,-1500,1454,mate mateIn2 middlegame short,https://lichess.org/tuVeIXWV/black#28,Bird_Opening Bird_Opening_Other_variations
0LfQJ,2rQkb1r/pN2ppp1/5n1p/8/8/qP2B2P/2P2PP1/1K1R3R b k - 2 20,c8d8 d1d8,598,99,91,725,mate mateIn1 middlegame oneMove,https://lichess.org/6TUMSXYU/black#40,
0LfRC,1r1q1rk1/p1p1nppb/3b3p/4p3/4N2N/1P6/PBQPPP1P/R3K1R1 b Q - 10 16,b8b4 e4f6 g8h8 c2h7,1397,74,89,3120,discoveredAttack kingsideAttack mate mateIn2 middlegame pin short,https://lichess.org/gDCFDIx0/black#32,Grob_Opening Grob_Opening_Other_variations
0LfkH,6k1/4Q2B/3p3b/3P4/1p3q1N/p6K/P7/n7 b - - 12 49,g8h8 h4g6,1170,95,85,33,endgame master mate mateIn1 oneMove,https://lichess.org/Oh2P0bFB/black#98,
0Lfkg,4r1k1/3R1ppp/8/2p5/2Q5/1P4P1/q4P1P/6K1 b - - 1 31,a2a8 c4f7 g8h8 f7g7,978,99,84,554,endgame mate mateIn2 short,https://lichess.org/MyH7MKqA/black#62,
0LfuI,2kr4/pb1p4/1p1b4/2p2PQ1/3p1q2/1P1P2Pr/PNP2P2/R4RK1 w - - 0 23,g3f4 h3h1,1046,75,95,5188,mate mateIn1 middlegame oneMove,https://lichess.org/DmehoSkk#45,
0LfyF,2r5/3N2kp/4R1pb/3bp3/PQ6/5P2/1Pq2BPP/K6R w - - 3 30,e6e5 c2c1 h1c1 c8c1,644,92,97,1618,mate mateIn2 middlegame sacrifice short,https://lichess.org/oubeC4QB#59,
0LgD6,r1b2rk1/p2q1pp1/4p3/2p3PQ/2B5/8/PPP2PP1/2K4R b - - 0 18,f8d8 h5h8,1270,116,68,38,mate mateIn1 middlegame oneMove,https://lichess.org/AHrGyoAz/black#36,Queens_Pawn_Game Queens_Pawn_Game_Veresov_Attack
0LgNq,r6r/ppNk1pp1/2np2q1/2b1p3/2P1P3/P2P2Pp/1P2QP1N/R1B2RK1 w - - 1 16,c7a8 g6g3 g1h1 g3g2,1643,118,67,51,kingsideAttack mate mateIn2 middlegame pin short,https://lichess.org/5b6qW56A#31,English_Opening English_Opening_Kings_English_Variation
0LgNs,6k1/1R6/3r1pK1/7P/8/8/7b/8 b - - 1 55,h2f4 b7b8 d6d8 b8d8,1282,77,93,9210,endgame mate mateIn2 short,https://lichess.org/m3lrpyYv/black#110,
0LgRh,r1bkr3/p1p1q1pp/8/3Q1p2/B4B2/8/PPP3PP/7K b - - 0 21,e7d6 f4g5 e8e7 d5g8,1744,84,68,45,mate mateIn2 middlegame pin short,https://lichess.org/pmIdDcn1/black#42,
0Lgnr,4r1k1/p1q3Bp/bp4p1/3p2Q1/3P4/2N2N1P/PP3RP1/4r1K1 w - - 1 26,f3e1 e8e1 f2f1 e1f1,986,87,92,904,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/3DlHol0z#51,
0LhCW,8/p5kp/3b2p1/6P1/3q4/1B3Q2/P4PK1/8 b - - 0 35,d4e5 f3f7 g7h8 f7g8,1086,82,95,5172,endgame mate mateIn2 short,https://lichess.org/m5132CN0/black#70,
0LhbO,r1bk2r1/1p2qp1p/p2p1N2/5P2/3B4/5Q2/PPP3P1/1K3B2 w - - 4 21,f6g8 e7e1 f3d1 e1d1,614,107,65,56,mate mateIn2 middlegame queensideAttack short,https://lichess.org/04LFPzCJ#41,
0Lhmy,3r4/5p2/2p1b1k1/7N/6qP/P3P3/2Q2PP1/5RK1 b - - 2 34,g6h5 c2h7,930,83,92,1528,endgame mate mateIn1 oneMove,https://lichess.org/9eZZMt8o/black#68,
0LhtN,rr2kR2/6pp/p7/3pP3/2p5/Q1P5/P2q2PP/7K b - - 1 29,e8d7 a3d6,1444,75,94,8023,endgame killBoxMate mate mateIn1 oneMove,https://lichess.org/jrtfNPtC/black#58,
0LhwE,5bk1/2q3pp/1n4n1/2p5/1p6/pP6/P1PPNQ2/2K2R2 b - - 1 29,c7e5 f2f7 g8h8 f7f8 g6f8 f1f8,1099,77,89,615,backRankMate deflection long mate mateIn3 middlegame sacrifice,https://lichess.org/CsN44vP9/black#58,
0Lhyn,r1b1r1k1/pp4pp/2p1p3/q2pP2Q/P1P1p3/4P3/1P3PPP/R2K1B1R b - - 2 15,b7b5 h5e8,925,86,95,198,hangingPiece kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/qodnmX54/black#30,Queens_Pawn_Game Queens_Pawn_Game_Zukertort_Variation
0Lhze,4r1k1/p2q1ppp/b1B5/8/P1pp4/3P4/1PP2QPP/5RK1 b - - 1 22,d7c6 f2f7 g8h8 f7f8 e8f8 f1f8,1175,76,85,525,backRankMate endgame long mate mateIn3 sacrifice,https://lichess.org/IZ136Gf0/black#44,
0Li7R,3rr2k/ppp3p1/1b2q2p/4Bp2/1P6/P3P1Q1/4KPPP/3R3R b - - 1 22,d8d1 g3g7,1035,76,84,276,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/t9JL9OM0/black#44,
0LiBo,6k1/ppp3pp/4p3/3pPr2/3P4/7Q/PPPq2PP/4R1K1 w - - 4 21,h3c3 d2f2 g1h1 f2f1 e1f1 f5f1,1489,89,-1500,259,backRankMate endgame long mate mateIn3 sacrifice,https://lichess.org/nmdcpfYt#41,
0LiFO,6k1/8/1P3p2/7p/6p1/4r2P/1R4PK/N7 w - - 0 46,b6b7 g4g3 h2g1 e3e1,1382,77,56,85,endgame mate mateIn2 short,https://lichess.org/bbF29wFR#91,
0LiLg,8/8/N1BQ4/6p1/3k1p2/2b3n1/2K5/4q3 b - - 8 59,d4e3 d6d3 e3f2 d3f3 f2g1 f3g2,1776,75,95,13330,endgame long mate mateIn3,https://lichess.org/kQry5xxW/black#118,
0LiWP,1r1r2k1/1b3pbp/pNN2np1/1p4q1/8/1Q2P3/P3BPPP/R4RK1 w - - 4 20,c6d8 g5g2,1140,76,87,401,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/5G2fsYrn#39,
0LiuN,r7/4q1p1/2kNPr2/pp1p4/3P4/P5P1/1PQ2P2/4R1K1 b - - 1 28,c6d6 c2c5,815,84,89,252,endgame mate mateIn1 oneMove,https://lichess.org/YUXDks86/black#56,
0Lj4k,2r3k1/1p3ppp/p1n5/2N2Q2/1P6/P5bP/6K1/2q5 b - - 1 31,c1f4 f5c8 c6d8 c8d8,868,80,88,637,backRankMate endgame hangingPiece master mate mateIn2 short,https://lichess.org/yeFTK8rZ/black#62,
0LjqE,7r/p4pk1/2p1q1p1/2b1P3/2P1Q3/1PB3P1/P3R1K1/8 w - - 3 42,e4f3 e6h3,784,103,83,322,endgame master masterVsMaster mate mateIn1 oneMove,https://lichess.org/xhsMXnbT#83,
0Ljrm,4Q3/8/3q3k/3p2pP/4p3/7P/5P2/6K1 b - - 7 44,d5d4 e8h8,1047,78,95,4403,endgame master masterVsMaster mate mateIn1 oneMove queenEndgame,https://lichess.org/dbDoqzax/black#88,
0Lk0h,3r1b2/2kn1R2/2p1Q1p1/Np1pP3/p2P4/2P1q3/PP5r/1K1R4 b - - 7 29,e3e2 e6c6 c7b8 c6b7,1381,76,97,192,mate mateIn2 middlegame short,https://lichess.org/paWgvxGK/black#58,
0Lk0p,1r2n1k1/p2q1ppp/1p6/3R4/8/1P4P1/P3QP1P/4R1K1 b - - 0 24,d7d5 e2e8 b8e8 e1e8,559,99,79,470,backRankMate endgame mate mateIn2 short,https://lichess.org/Y42G6P7h/black#48,
0Lk5l,2r4k/2q4p/4P3/P2n4/6Q1/2p3R1/7P/6K1 b - - 0 42,c3c2 g4d4 d5f6 d4f6 c7g7 f6g7,1301,81,82,83,endgame fork long mate mateIn3,https://lichess.org/wo4u5p0U/black#84,
0Lk8w,8/pp4k1/2p3p1/7P/6Q1/8/PP3rPK/5q2 b - - 0 39,g7h6 g4g6,1027,84,-1500,146,endgame mate mateIn1 oneMove,https://lichess.org/DtjCYyhZ/black#78,
0LkHF,4k1r1/5p1p/4q1p1/prBRQ3/1p6/7P/1P4P1/3R2K1 b - - 2 33,e6e5 d5e5,562,102,69,346,endgame mate mateIn1 oneMove,https://lichess.org/6kDLvUBA/black#66,
0LkUf,8/1ppk3R/4b3/p1bNB3/2P3p1/rPK5/5p2/8 b - - 3 34,d7c6 h7c7,1187,80,73,264,endgame hookMate mate mateIn1 oneMove,https://lichess.org/HAq8jcBq/black#68,
0LkWx,5r1k/p5pp/2p3p1/2Qp4/3P1rP1/P3qP2/P5K1/R4R2 b - - 3 24,f4f3 c5f8 f3f8 f1f8,1357,75,77,676,backRankMate endgame mate mateIn2 short xRayAttack,https://lichess.org/6vH7S461/black#48,
0LkZg,6rk/3P2pp/4Q3/2P2R2/4p3/4q2P/6P1/4b2K b - - 0 40,e1g3 e6g8 h8g8 d7d8q,1327,75,79,163,advancedPawn attraction endgame mate mateIn2 promotion short,https://lichess.org/kzjHTOf7/black#80,
0LkeS,1k3Qnr/ppp4p/8/3r4/3P4/8/Pq4PP/R4RK1 b - - 1 17,d5d8 f8d8,552,94,100,144,hangingPiece mate mateIn1 middlegame oneMove,https://lichess.org/XWhDIdcg/black#34,Kings_Gambit_Accepted Kings_Gambit_Accepted_MacLeod_Defense
0Lkfb,r5k1/4R2Q/2b3r1/ppp5/3p2p1/3P4/PPq3PP/6K1 b - - 5 32,g8f8 h7f7,1401,414,33,13,endgame mate mateIn1 oneMove,https://lichess.org/w9yIOP1D/black#64,
0LknC,3qr1k1/1R3pp1/p3p2p/1b5Q/8/P1nP2P1/4PPBP/6K1 b - - 1 27,d8a5 h5f7 g8h8 f7g7,1119,81,92,2121,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/k9TRNQFH/black#54,
0LksK,Q2k1b2/5P2/p2q1p2/1p1B4/8/P7/KP6/8 b - - 7 37,d8e7 a8e8,1095,79,94,5178,endgame master mate mateIn1 oneMove,https://lichess.org/OMZ2gOdv/black#74,
0Llos,3R2k1/5pp1/6p1/8/6P1/2q2P1P/5QK1/4r3 b - - 4 42,g8h7 f2h4,750,78,100,108,endgame mate mateIn1 oneMove,https://lichess.org/Qt6kbC4Z/black#84,
0Llps,8/8/5k2/1R3pp1/8/4PKP1/7r/8 w - - 2 37,b5c5 g5g4 f3f4 h2f2,907,77,98,1189,endgame mate mateIn2 rookEndgame short,https://lichess.org/en3fG5U9#73,
0Lm1Y,2r2r1k/1p1qb1pp/p2p1n2/5p2/2PQ4/1P4P1/PB3PBP/3R1RK1 b - - 2 18,f6e4 d4g7,757,82,89,122,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/LVLDFy1Q/black#36,English_Opening English_Opening_Symmetrical_Variation
0LmRY,r3kbnr/pp2pppp/2n1P3/3Q2B1/8/P1p4P/1q3PP1/1N3RK1 b kq - 0 14,a8d8 e6f7,1177,75,100,271,advancedPawn attackingF2F7 mate mateIn1 middlegame oneMove,https://lichess.org/4jP7lIT8/black#28,Caro-Kann_Defense Caro-Kann_Defense_Advance_Variation
0LmVx,3r3k/Q5pp/1pp2n2/3B3b/2P4q/5P2/PP4RP/5RK1 b - - 0 28,c6d5 a7g7,758,76,79,149,master mate mateIn1 middlegame oneMove,https://lichess.org/FsgHLFk5/black#56,
0LmWG,5r1k/4q2n/p2p4/1p1B3Q/4P3/P3b3/1PP3PP/5RK1 w - - 1 27,g1h1 f8f1,748,105,91,296,backRankMate hangingPiece mate mateIn1 middlegame oneMove,https://lichess.org/2E7vNeBd#53,
0Lmrj,4bR1k/4P1bp/6p1/rp1B4/4P3/2N5/PP1r2PP/7K b - - 4 32,g7f8 e7f8q,897,76,100,437,advancedPawn endgame mate mateIn1 oneMove promotion,https://lichess.org/SJH890Ut/black#64,
0LmwR,2r2rk1/1b2bpp1/p2qp2p/1p6/3B2n1/1NnQPN1P/PP3PP1/1BR2RK1 b - - 2 20,b7f3 d3h7,818,87,100,46,mate mateIn1 middlegame oneMove,https://lichess.org/WGELRBOo/black#40,
0Ln8g,r3k2r/2pn1ppq/p3p3/1p2P1Bn/3R3P/2N5/PP1Q2P1/5RK1 b kq - 2 21,d7e5 d4d8 a8d8 d2d8,616,92,99,800,mate mateIn2 middlegame short,https://lichess.org/xqNs782Y/black#42,
0LnE4,r2r2k1/1p1b2Pp/pqnP4/4pp2/1P3Q2/P4N2/1B3PP1/R3KB1R b KQ - 0 21,e5f4 f1c4 d7e6 c4e6,1065,76,97,3562,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/ilGnRCTp/black#42,
0Lnxo,r1b1k2r/p1pn1pp1/2p4p/2bpP3/5P1q/2NB3P/PPP3P1/R1BQK2R w KQkq - 1 11,e1e2 h4f2,805,96,94,603,mate mateIn1 oneMove opening,https://lichess.org/yJp01oKj#21,Scotch_Game Scotch_Game_Classical_Variation
0LnyR,r3k2r/2p2pp1/2pp1n2/p1P1p3/8/P1P1PqPp/1P2NP2/R1BQ1RK1 w kq - 1 17,e2f4 h3h2,1674,98,71,155,advancedPawn mate mateIn1 middlegame oneMove,https://lichess.org/DpyckRc8#33,Hungarian_Opening Hungarian_Opening_Other_variations
0Lnyu,8/7p/P1k1pp1r/3p4/3P4/2P2nP1/5P1P/1R3B1K w - - 0 38,a6a7 h6h2,624,88,80,885,arabianMate endgame mate mateIn1 oneMove,https://lichess.org/CndoXbXD#75,
0Lo4G,r1bq1rk1/1ppn1pp1/p3p2p/3pP3/3P4/1nPQ1N2/PPB2PPP/R4RK1 b - - 1 14,b3a5 d3h7,435,103,78,169,mate mateIn1 middlegame oneMove,https://lichess.org/xDNI59T6/black#28,Horwitz_Defense Horwitz_Defense_Other_variations
0LoLL,r1bqn1k1/pp2brp1/4p1N1/3p1p2/3P4/2P4Q/PP1N1PPP/R4RK1 b - - 1 18,f7f6 h3h8 g8f7 g6e5,1341,74,54,191,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/yn6cVKHV/black#36,Indian_Defense Indian_Defense_Other_variations
0LoVi,1k6/2p5/2b5/3r2p1/4p3/5p2/5P1B/2R3K1 w - - 0 38,c1c6 d5d1,501,99,80,386,endgame master mate mateIn1 oneMove,https://lichess.org/6J2WKS6r#75,
0Lp5L,8/1P6/8/8/8/3p4/7r/2k1K3 w - - 0 58,b7b8q d3d2 e1f1 d2d1q,1245,77,92,196,advancedPawn deflection endgame mate mateIn2 promotion queenRookEndgame short,https://lichess.org/KpYLB0dr#115,
0Lp7L,4r2k/1pp2Qpp/1pnp4/5P2/1P1P3q/r3BP2/P3nP1P/1K1R2R1 b - - 1 24,e8a8 f7g7,822,88,100,43,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/7cWSFWBM/black#48,
0LpI1,2kn3r/ppp5/5p2/1QNp2pp/2Pn2q1/4RN2/PP3PPP/6K1 w - - 0 24,f3d4 g4d1 e3e1 d1e1,1495,81,60,96,fork mate mateIn2 middlegame short,https://lichess.org/wwBx40Lx#47,
0LpJv,7k/R2R3p/2p3b1/6p1/5rP1/7P/P2p2K1/2q5 b - - 1 37,d2d1q a7a8 g6e8 a8e8 f4f8 e8f8,1193,75,-1500,774,endgame long mate mateIn3,https://lichess.org/ItB8PRE0/black#74,
0LpLM,2r1kb1r/2N2pp1/pBn1bn1p/1p2p3/4P3/8/PPP1BPPP/3R1RK1 b - - 7 15,e8e7 b6c5,1044,86,90,50,mate mateIn1 middlegame oneMove,https://lichess.org/aeCTzKNs/black#30,Sicilian_Defense Sicilian_Defense_Najdorf_Variation
0LpMq,r5k1/1r4p1/2pp2Q1/p3p2R/P2q4/1Pp5/2B5/1K6 b - - 1 34,a8b8 h5h8 g8h8 g6h7,1962,77,90,152,attraction endgame master mate mateIn2 sacrifice short,https://lichess.org/UXsCa7H4/black#68,
0Lpdb,r1r3k1/5pp1/p2Q3p/5q2/8/5P2/PPP3PP/2KR2R1 w - - 1 22,g2g4 f5c2,1122,78,89,231,endgame mate mateIn1 oneMove queensideAttack,https://lichess.org/B0aS2l6P#43,
0Lpfc,5rk1/p3R1pp/np4q1/3P4/2PQ3B/8/P4PPP/6K1 w - - 2 27,e7a7 g6b1 d4d1 b1d1,704,84,50,52,endgame mate mateIn2 short,https://lichess.org/NPDgoxHT#53,
0Lpsn,r2qkbnr/ppp2ppp/6n1/5b2/4NB2/3P4/PPP1Q1PP/R3KBNR b KQkq - 4 8,g6f4 e4f6,1257,77,92,2741,doubleCheck mate mateIn1 oneMove opening,https://lichess.org/T5zvxUVi/black#16,Kings_Gambit_Declined Kings_Gambit_Declined_Falkbeer_Countergambit
0Lpxd,8/1p1r4/3Brpnp/2P1p3/1R2k1N1/P5P1/7P/2K5 b - - 11 37,e4d5 g4e3 d5c6 b4b6,1172,75,95,1900,endgame mate mateIn2 short,https://lichess.org/2dT0RuRk/black#74,
0LqCQ,3r2k1/5ppp/4p3/4PP2/P1Rp2P1/3Pp3/4K2P/8 b - - 0 27,d8d5 c4c8 d5d8 c8d8,806,111,-1500,53,backRankMate endgame mate mateIn2 rookEndgame short,https://lichess.org/zeiHGmmM/black#54,
0LqFe,r1b1k2r/1p4Qp/p2qppp1/8/2B3n1/8/PP3PPP/2RR2K1 b kq - 1 19,d6f8 c4b5 a6b5 c1c8 a8c8 g7d7,2267,78,92,6526,discoveredAttack exposedKing long mate mateIn3 middlegame sacrifice,https://lichess.org/kWPzg3Lh/black#38,Sicilian_Defense Sicilian_Defense_Smith-Morra_Gambit
0LqTO,1r5k/6p1/5b2/5K2/5P2/p7/Bp5r/3R4 b - - 1 45,h2c2 d1h1 c2h2 h1h2 f6h4 h2h4,993,81,89,118,endgame long mate mateIn3,https://lichess.org/7wtqNJgl/black#90,
0LqVQ,5k2/ppp3pp/3p4/3b2q1/7n/2P3N1/PP4PP/R2Q3K w - - 0 24,d1h5 d5g2 h1g1 g5e3,1305,75,87,444,endgame mate mateIn2 short,https://lichess.org/fT4Ie9EQ#47,
0LqpD,6k1/R4rpp/3r4/5R2/5n2/P4N2/5PPP/6K1 w - - 0 27,f5f7 d6d1 f3e1 d1e1,851,107,-1500,1526,endgame mate mateIn2 short,https://lichess.org/XMuulWT1#53,
0Lr9A,2R5/1p1k1ppp/p7/3pq3/4n3/Q7/PP4PP/7K w - - 2 27,a3f8 e4f2 h1g1 e5e1,900,76,73,199,endgame mate mateIn2 short,https://lichess.org/DeHBMrwu#53,
0LrLA,4rk2/1p3ppp/p1pQ4/1q6/1P6/6P1/4r2P/3RR1K1 b - - 3 33,e2e7 d6e7 e8e7 d1d8 e7e8 e1e8,1896,76,88,704,clearance endgame long mate mateIn3 sacrifice,https://lichess.org/6Jt98TTG/black#66,
0LrcM,8/8/2p2Qpk/3p4/p2P1p2/5P1P/6PK/1q6 b - - 3 45,b1f5 f6h8 h6g5 h3h4,1500,76,95,22070,endgame mate mateIn2 queenEndgame short,https://lichess.org/lUlmYckb/black#90,
